Order Date,Customer Name,State,Category,Sub-Category,Product Name,Sales,Quantity,Profit
26-12-2014,Maureen Gnade,Pennsylvania,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,81.55,2,8.16
26-12-2014,Maureen Gnade,Pennsylvania,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,227.14,4,-42.59
26-12-2014,Tracy Blumstein,New York,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,191.88,6,19.19
26-12-2014,Andy Yotov,Pennsylvania,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",8.02,3,1.1
27-12-2014,Alyssa Tate,California,Office Supplies,Labels,Staple-on labels,11.56,4,5.43
27-12-2014,Corey-Lock,Illinois,Furniture,Furnishings,DAX Wood Document Frame,32.95,6,-19.77
27-12-2014,Corey-Lock,Illinois,Office Supplies,Storage,Staple magnet,30.02,4,3
27-12-2014,Jeremy Farry,California,Furniture,Chairs,Bevis Steel Folding Chairs,230.28,3,23.03
27-12-2014,Jeremy Farry,California,Office Supplies,Paper,Xerox 1927,12.84,3,5.78
27-12-2014,Thomas Brumley,New York,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",767.21,14,161.97
27-12-2014,Cynthia Delaney,California,Office Supplies,Appliances,Staple holder,10.98,1,2.96
27-12-2014,Cynthia Delaney,California,Office Supplies,Fasteners,Staples,7.86,3,3.62
27-12-2014,Cynthia Delaney,California,Office Supplies,Storage,Advantus Rolling Storage Box,51.45,3,13.89
27-12-2014,Cynthia Delaney,California,Office Supplies,Binders,GBC VeloBind Cover Sets,37.06,3,13.9
27-12-2014,Tamara Chand,Alabama,Office Supplies,Paper,Xerox 1983,23.92,4,11.72
27-12-2014,Tamara Chand,Alabama,Technology,Accessories,Enermax Acrylux Wireless Keyboard,498,5,184.26
27-12-2014,Nathan Cano,Texas,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,4.98,1,-8.47
27-12-2014,Karl Braun,Ohio,Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",182.35,3,-18.24
27-12-2014,Karl Braun,Ohio,Office Supplies,Storage,Safco Industrial Shelving,118.16,2,-25.11
27-12-2014,Resi Pölking,Arizona,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,946.76,6,-694.29
28-12-2014,Sung Pak,Pennsylvania,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",99.14,4,8.67
28-12-2014,Anthony Jacobs,Massachusetts,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1737.18,6,503.78
28-12-2014,Anthony Jacobs,Massachusetts,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",704.25,5,84.51
28-12-2014,Anthony Jacobs,Massachusetts,Office Supplies,Paper,Xerox 1906,141.76,4,66.63
28-12-2014,Maribeth Dona,California,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",998.82,9,29.96
28-12-2014,Maribeth Dona,California,Office Supplies,Supplies,Acme Box Cutter Scissors,51.15,5,13.3
29-12-2014,Debra Catini,Minnesota,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,24.56,2,6.88
29-12-2014,Debra Catini,Minnesota,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8,4,47.92
29-12-2014,Anthony Johnson,California,Furniture,Furnishings,Stacking Trays by OIC,24.9,5,8.22
29-12-2014,Anthony Johnson,California,Office Supplies,Paper,Xerox 1981,21.12,4,9.5
29-12-2014,Anthony Johnson,California,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,767.95,6,287.98
29-12-2014,Anthony Johnson,California,Office Supplies,Binders,Avery Hanging File Binders,14.35,3,4.66
29-12-2014,Anthony Johnson,California,Technology,Phones,Mophie Juice Pack Helium for iPhone,191.98,3,19.2
29-12-2014,Anthony Johnson,California,Office Supplies,Labels,Avery 477,274.77,9,126.39
29-12-2014,Anthony Johnson,California,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",70.56,6,23.99
29-12-2014,Shui Tom,New Mexico,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.98,3,-5.69
29-12-2014,Shui Tom,New Mexico,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,33.29,1,7.99
29-12-2014,Zuschuss Carroll,Illinois,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,38.98,3,-50.67
29-12-2014,Michael Granlund,Illinois,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",8.74,3,-4.8
29-12-2014,Arianne Irving,California,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,88.8,6,44.4
29-12-2014,Arianne Irving,California,Technology,Phones,HTC One,319.97,4,36
29-12-2014,Ricardo Emerson,Ohio,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,48.36,5,6.05
30-12-2014,Ken Brennan,Michigan,Office Supplies,Art,Newell 350,9.84,3,2.85
30-12-2014,Stefania Perrino,Texas,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,12.98,3,4.71
30-12-2014,Stefania Perrino,Texas,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",217.58,2,19.04
30-12-2014,Stefania Perrino,Texas,Technology,Phones,AT&T 1080 Corded phone,328.78,3,28.77
30-12-2014,Stefania Perrino,Texas,Office Supplies,Binders,Acco Hanging Data Binders,2.29,3,-3.66
30-12-2014,Stefania Perrino,Texas,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47.98,2,14.4
30-12-2014,Maureen Fritzler,Arizona,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,551.99,5,-459.99
30-12-2014,Guy Armstrong,Pennsylvania,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",27.97,2,6.99
30-12-2014,Alex Russell,Pennsylvania,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,251.96,6,-50.39
30-12-2014,Alex Russell,Pennsylvania,Furniture,Tables,Hon 5100 Series Wood Tables,523.76,3,-192.05
30-12-2014,Astrea Jones,New York,Office Supplies,Appliances,Kensington 6 Outlet SmartSocket Surge Protector,122.94,3,30.74
30-12-2014,Astrea Jones,New York,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",35.45,7,12.85
30-12-2014,Dorothy Dickinson,Tennessee,Office Supplies,Storage,Tennsco Industrial Shelving,39.13,1,-8.8
31-12-2014,Pamela Coakley,New York,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",1573.49,7,196.69
31-12-2014,Rob Williams,Missouri,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",29.68,7,11.58
31-12-2014,Rob Williams,Missouri,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,47.53,7,16.16
31-12-2014,Gary Mitchum,Massachusetts,Furniture,Furnishings,Nu-Dell Executive Frame,63.2,5,23.38
31-12-2014,Gary Mitchum,Massachusetts,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,113.97,3,27.35
31-12-2014,Candace McMahon,Texas,Office Supplies,Envelopes,Staple envelope,49.57,2,17.97
31-12-2014,Katherine Murray,Rhode Island,Office Supplies,Paper,Xerox 1917,195.64,4,91.95
31-12-2014,Katherine Murray,Rhode Island,Office Supplies,Paper,Xerox 1970,14.94,3,7.02
31-12-2014,Katherine Murray,Rhode Island,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1687.8,4,742.63
31-12-2014,Katherine Murray,Rhode Island,Furniture,Bookcases,Sauder Inglewood Library Bookcases,341.96,2,78.65
31-12-2014,Katherine Murray,Rhode Island,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",605.88,6,151.47
31-12-2014,James Lanier,Nevada,Technology,Phones,Panasonic KX TS3282W Corded phone,475.94,7,59.49
31-12-2014,Aaron Hawkins,New York,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",34.77,3,11.47
31-12-2014,Aaron Hawkins,New York,Office Supplies,Labels,Avery 51,18.9,3,8.69
02-01-2015,Victoria Wilson,Ohio,Office Supplies,Labels,Avery 505,23.68,2,8.88
02-01-2015,Victoria Wilson,Ohio,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,452.45,5,-244.32
02-01-2015,Victoria Wilson,Ohio,Technology,Phones,Speck Products Candyshell Flip Case,62.98,3,-14.7
02-01-2015,Victoria Wilson,Ohio,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,1188,9,-950.4
02-01-2015,Victoria Wilson,Ohio,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,89.58,2,4.48
02-01-2015,Claudia Bergmann,Delaware,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",85.52,2,22.24
02-01-2015,Claudia Bergmann,Delaware,Office Supplies,Art,Newell 313,9.84,3,2.66
02-01-2015,Claudia Bergmann,Delaware,Office Supplies,Paper,Xerox 1959,20.04,3,9.62
03-01-2015,Sylvia Foulston,Texas,Office Supplies,Paper,Xerox 21,10.37,2,3.63
03-01-2015,Amy Hunt,Texas,Technology,Accessories,Enermax Acrylux Wireless Keyboard,398.4,5,84.66
03-01-2015,Amy Hunt,Texas,Office Supplies,Art,Newell 317,7.06,3,0.79
03-01-2015,Amy Hunt,Texas,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,1352.4,9,-437.54
04-01-2015,Chris Selesnick,Minnesota,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34,3,15.52
04-01-2015,Chris Selesnick,Minnesota,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",39.9,5,19.95
04-01-2015,Andrew Gjertsen,Virginia,Furniture,Furnishings,DAX Wood Document Frame,192.22,14,69.2
05-01-2015,Steven Roelle,Washington,Furniture,Chairs,Global Deluxe Steno Chair,61.58,1,-6.93
05-01-2015,Brooke Gillingham,New York,Office Supplies,Art,Newell 34,59.52,3,15.48
05-01-2015,Brooke Gillingham,New York,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,2,8.22
05-01-2015,Brooke Gillingham,New York,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,13.17,2,4.61
05-01-2015,James Lanier,California,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,87.36,6,23.59
05-01-2015,James Lanier,California,Office Supplies,Binders,Fellowes Binding Cases,56.16,6,17.55
06-01-2015,Stefania Perrino,Colorado,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",29.6,5,9.25
06-01-2015,Stefania Perrino,Colorado,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,1.94,2,-1.36
09-01-2015,Craig Carroll,Kentucky,Office Supplies,Paper,Easy-staple paper,106.32,3,49.97
09-01-2015,Craig Carroll,Kentucky,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,163.44,3,45.76
09-01-2015,Craig Carroll,Kentucky,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,42.76,2,11.12
09-01-2015,Craig Carroll,Kentucky,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",51.55,5,24.23
10-01-2015,Michael Moore,New York,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1018.1,4,-373.3
12-01-2015,Yana Sorensen,Delaware,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",465.18,3,120.95
12-01-2015,Cindy Schnelling,Ohio,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",10.37,2,1.56
12-01-2015,Cindy Schnelling,Ohio,Technology,Phones,GE 30524EE4,235.19,2,-43.12
12-01-2015,Cindy Schnelling,Ohio,Technology,Phones,Anker 24W Portable Micro USB Car Charger,26.38,4,2.64
12-01-2015,Cindy Schnelling,Ohio,Technology,Accessories,SanDisk Cruzer 4 GB USB Flash Drive,10.38,2,2.21
12-01-2015,Cindy Schnelling,Ohio,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,107.12,3,-21.42
13-01-2015,Philip Brown,California,Office Supplies,Binders,Binding Machine Supplies,70.01,3,24.5
13-01-2015,Philip Brown,California,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,4,38.02
13-01-2015,Philip Brown,California,Furniture,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",464.85,9,92.97
13-01-2015,Karen Seio,Georgia,Office Supplies,Labels,Avery 508,9.82,2,4.81
17-01-2015,Joni Sundaresam,Illinois,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,254.74,7,-312.06
17-01-2015,Scott Cohen,Massachusetts,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,6.68,2,2
17-01-2015,Amy Hunt,Tennessee,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",88.96,8,10.01
19-01-2015,Paul MacIntyre,Texas,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,102.44,1,-13.17
19-01-2015,Paul MacIntyre,Texas,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,199.3,4,-8.54
23-01-2015,Carl Weiss,Montana,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",29.04,3,13.94
23-01-2015,Carl Weiss,Montana,Office Supplies,Labels,Avery 500,14.62,2,6.87
24-01-2015,Cyra Reiten,Florida,Office Supplies,Art,Crayola Colored Pencils,13.12,5,2.13
26-01-2015,Elizabeth Moffitt,California,Office Supplies,Paper,Xerox 1991,182.72,8,84.05
27-01-2015,Seth Vernon,Ohio,Furniture,Chairs,High-Back Leather Manager's Chair,181.99,2,-54.6
27-01-2015,Seth Vernon,Ohio,Technology,Phones,Polycom VVX 310 VoIP phone,431.98,4,-100.79
27-01-2015,Seth Vernon,Ohio,Technology,Phones,Nortel Meridian M5316 Digital phone,155.37,1,-36.25
27-01-2015,Sean Christensen,California,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,2803.92,5,0
28-01-2015,Joseph Holt,North Carolina,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,4297.64,13,-1862.31
30-01-2015,Jeremy Pistek,Texas,Office Supplies,Paper,Rediform Voice Mail Log Books,14.3,6,5.01
30-01-2015,Charles Crestani,California,Furniture,Furnishings,"Computer Room Manger, 14""",227.36,7,81.85
30-01-2015,Charles Crestani,California,Technology,Machines,Bady BDG101FRU Card Printer,1919.98,3,216
31-01-2015,Karl Braun,Minnesota,Office Supplies,Paper,Xerox 1999,12.96,2,6.22
31-01-2015,Karl Braun,Minnesota,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",53.34,3,16.54
31-01-2015,Karl Braun,Minnesota,Office Supplies,Binders,Ibico Standard Transparent Covers,32.96,2,16.15
03-02-2015,Allen Armold,Nebraska,Furniture,Furnishings,Coloredge Poster Frame,28.4,2,11.08
03-02-2015,Allen Armold,Nebraska,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,149.97,3,50.99
03-02-2015,Rick Wilson,California,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,136.92,4,41.08
03-02-2015,Ken Heidel,Utah,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,12.14,3,4.1
03-02-2015,Frank Olsen,Georgia,Office Supplies,Envelopes,Staple envelope,74.52,9,35.02
03-02-2015,Pauline Webber,New York,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",90.88,1,15.15
06-02-2015,Victoria Wilson,Washington,Office Supplies,Art,Newell 310,5.28,3,1.53
06-02-2015,Ivan Liston,Delaware,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,1268.82,9,266.45
06-02-2015,Ivan Liston,Delaware,Furniture,Bookcases,"Hon Metal Bookcases, Putty",283.92,4,82.34
06-02-2015,Ivan Liston,Delaware,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,5.68,2,1.76
06-02-2015,Trudy Schmidt,Texas,Office Supplies,Binders,UniKeep View Case Binders,2.93,3,-4.99
06-02-2015,Trudy Schmidt,Texas,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,18.53,2,4.4
06-02-2015,Trudy Schmidt,Texas,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",670.75,3,-125.77
06-02-2015,Lori Olson,Virginia,Office Supplies,Storage,Tennsco Industrial Shelving,146.73,3,2.93
06-02-2015,Lori Olson,Virginia,Office Supplies,Paper,Xerox 1920,29.9,5,13.46
07-02-2015,Damala Kotsonis,Virginia,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,311.15,5,146.24
07-02-2015,Damala Kotsonis,Virginia,Office Supplies,Paper,Xerox 1957,12.96,2,6.35
08-02-2015,Lisa Hazard,Ohio,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,107.98,3,-27
08-02-2015,Brosina Hoffman,Kansas,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",9.54,2,4.29
08-02-2015,Brosina Hoffman,Kansas,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",5.81,1,1.8
08-02-2015,Brosina Hoffman,Kansas,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",5.76,2,1.73
09-02-2015,Michael Stewart,Texas,Technology,Accessories,Memorex Micro Travel Drive 8 GB,20.8,2,6.5
09-02-2015,Frank Atkinson,Texas,Office Supplies,Labels,Round Specialty Laser Printer Labels,40.1,4,13.53
09-02-2015,Frank Atkinson,Texas,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",40.78,2,-30.59
09-02-2015,Sarah Jordon,California,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",203.92,5,22.94
09-02-2015,Jill Fjeld,Illinois,Technology,Accessories,Logitech Wireless Headset h800,479.95,6,89.99
10-02-2015,Nona Balk,Pennsylvania,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,77.24,5,7.72
14-02-2015,Karl Braun,Ohio,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,14.95,2,-11.96
14-02-2015,Karl Braun,Ohio,Technology,Phones,Google Nexus 5,323.98,3,-81
14-02-2015,Karl Braun,Ohio,Office Supplies,Binders,Acco Hanging Data Binders,2.29,2,-1.68
14-02-2015,Karl Braun,Ohio,Office Supplies,Art,Newell 315,14.35,3,0.9
14-02-2015,Karl Braun,Ohio,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,71.98,3,0.9
14-02-2015,Ted Trevino,New York,Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",26.42,9,9.58
14-02-2015,Ted Trevino,New York,Technology,Phones,Samsung Galaxy S4,625.99,1,187.8
15-02-2015,Roy Phan,Wisconsin,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,134.97,3,64.79
15-02-2015,Roy Phan,Wisconsin,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),699.98,2,195.99
15-02-2015,Roy Phan,Wisconsin,Technology,Accessories,Maxell LTO Ultrium - 800 GB,139.95,5,26.59
15-02-2015,Justin MacKendrick,California,Office Supplies,Paper,Xerox 1959,13.36,2,6.41
15-02-2015,Justin MacKendrick,California,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,5,13.04
15-02-2015,Justin MacKendrick,California,Office Supplies,Binders,Avery Durable Binders,11.52,5,4.18
15-02-2015,Justin MacKendrick,California,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,541.44,6,157.02
15-02-2015,Justin MacKendrick,California,Office Supplies,Paper,Xerox 22,19.44,3,9.33
16-02-2015,Sung Pak,New Hampshire,Office Supplies,Paper,Xerox 1920,35.88,6,16.15
16-02-2015,Rob Dowd,California,Office Supplies,Paper,Xerox 1881,36.84,3,17.31
16-02-2015,Rob Dowd,California,Office Supplies,Labels,Avery 485,87.71,7,41.22
18-02-2015,Ann Blume,California,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,9.24,3,4.44
18-02-2015,Guy Thornton,California,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",61.06,2,28.09
18-02-2015,Guy Thornton,California,Furniture,Tables,Hon 61000 Series Interactive Training Tables,35.54,1,-0.89
20-02-2015,Liz MacKendrick,Arkansas,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,29.99,1,3
20-02-2015,Kelly Andreada,New Jersey,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,286.79,7,74.57
21-02-2015,Joe Elijah,New Mexico,Office Supplies,Paper,Easy-staple paper,49.12,4,23.09
21-02-2015,Pierre Wener,Maryland,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,2541.98,2,1270.99
22-02-2015,Penelope Sewall,Michigan,Office Supplies,Art,Newell 34,79.36,4,20.63
23-02-2015,Lindsay Castell,New York,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,26.88,6,6.72
23-02-2015,Lindsay Castell,New York,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,10.9,2,3.81
25-02-2015,Sung Shariari,Massachusetts,Office Supplies,Labels,Avery 518,3.15,1,1.51
25-02-2015,Sung Shariari,Massachusetts,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72,4,10.22
27-02-2015,Bill Tyler,Pennsylvania,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",4.42,3,-3.39
27-02-2015,Bill Tyler,Pennsylvania,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",16.03,6,2.2
27-02-2015,Erin Smith,Rhode Island,Technology,Phones,i.Sound Portable Power - 8000 mAh,105.98,2,1.06
27-02-2015,Erin Smith,Rhode Island,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",493.92,7,-28.22
27-02-2015,Nora Paige,Washington,Technology,Accessories,Microsoft Natural Keyboard Elite,538.92,9,80.84
28-02-2015,Valerie Dominguez,Tennessee,Furniture,Chairs,Global Low Back Tilter Chair,161.57,2,-28.27
28-02-2015,Valerie Dominguez,Tennessee,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",389.7,8,43.84
01-03-2015,Shui Tom,Georgia,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",58.72,4,27.01
01-03-2015,Dave Hallsten,California,Technology,Phones,Square Credit Card Reader,15.98,2,1.2
01-03-2015,Dave Hallsten,California,Furniture,Chairs,Global Deluxe Steno Chair,184.75,3,-20.78
01-03-2015,Resi Pölking,Pennsylvania,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,3.55,2,0.44
01-03-2015,Craig Molinari,Texas,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,55.33,2,6.22
01-03-2015,Craig Molinari,Texas,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1228,6,-36.12
01-03-2015,Tracy Poddar,Texas,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,95.84,4,34.74
02-03-2015,Dave Kipp,Washington,Furniture,Tables,Hon Racetrack Conference Tables,787.53,3,165.38
02-03-2015,Pete Armstrong,Indiana,Office Supplies,Art,50 Colored Long Pencils,10.16,1,2.64
02-03-2015,Pete Armstrong,Indiana,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,101.88,6,50.94
05-03-2015,Luke Foster,New York,Office Supplies,Envelopes,Staple envelope,29.34,3,14.67
05-03-2015,Luke Foster,New York,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",383.61,7,63.93
05-03-2015,Luke Foster,New York,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",563.4,4,67.61
05-03-2015,Sarah Foster,Indiana,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,23.92,2,6.7
05-03-2015,Sarah Foster,Indiana,Office Supplies,Appliances,Staple holder,60.69,7,16.39
05-03-2015,Katherine Nockton,Pennsylvania,Technology,Phones,Samsung Convoy 3,466.16,7,-93.23
05-03-2015,Katherine Nockton,Pennsylvania,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,10.31,1,-1.29
05-03-2015,Katherine Nockton,Pennsylvania,Office Supplies,Binders,Avery Round Ring Poly Binders,2.56,3,-1.79
05-03-2015,Alan Haines,Pennsylvania,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",99.37,2,-7.1
05-03-2015,Alan Haines,Pennsylvania,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,33.57,2,-5.45
05-03-2015,Mike Vittorini,Texas,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,31.92,2,2.39
05-03-2015,Jennifer Jackson,Illinois,Office Supplies,Fasteners,Binder Clips by OIC,7.1,6,2.49
05-03-2015,Maribeth Schnelling,Illinois,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",11.21,2,-16.82
05-03-2015,Maribeth Schnelling,Illinois,Furniture,Furnishings,Eldon Wave Desk Accessories,4.71,2,-1.88
05-03-2015,Maribeth Schnelling,Illinois,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,180.98,5,-470.55
05-03-2015,Maribeth Schnelling,Illinois,Office Supplies,Storage,"Companion Letter/Legal File, Black",60.42,2,6.04
06-03-2015,John Lucas,California,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,435.26,7,95.76
06-03-2015,John Lucas,California,Technology,Copiers,Canon PC1060 Personal Laser Copier,1119.98,2,377.99
07-03-2015,Eugene Moren,Delaware,Technology,Accessories,Microsoft Sculpt Comfort Mouse,119.85,3,52.73
07-03-2015,Eugene Moren,Delaware,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",30.44,2,14.92
07-03-2015,Eugene Moren,Delaware,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,69.28,2,33.25
07-03-2015,Eugene Moren,Delaware,Technology,Phones,LG G3,587.97,3,170.51
08-03-2015,Dana Kaydos,Wisconsin,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",512.94,3,97.46
08-03-2015,Dana Kaydos,Wisconsin,Furniture,Chairs,Hon Mobius Operator's Chair,860.93,7,189.4
08-03-2015,Dana Kaydos,Wisconsin,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,769.95,5,223.29
08-03-2015,Dana Kaydos,Wisconsin,Office Supplies,Art,Boston 1900 Electric Pencil Sharpener,14.98,1,4.49
08-03-2015,Dana Kaydos,Wisconsin,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,373.08,6,82.08
08-03-2015,Anthony Rawles,New York,Office Supplies,Paper,Xerox 1997,19.44,3,9.33
